uidai_api_data: https://uidai.gov.in/en/data-and-download#testing-data-and-license-keys




BENEFICIARY_ID       | FINGERPRINT_BIOMETRIC_HASH                                 | FACE_BIOMETRIC_HASH
BEN-000017           | 98ee2c8993fff11397273f8393b591fb2d27cb244f93b2fa18         | 2ee5043b46be70fafcd4f94022f01abe69fca9fcc333576bb4
BEN-000018           | d1257cf76981ab98c5941a84a7c4cb7795b8d743d608c6c950         | ad05ce4df48744bc569b3cdb8698cd6ec46da93d884267e003
BEN-000019           | de8159287afe4990e29d04138145dad92164476c2c71a93118         | 81064a97c508c7d0311e20c5c035bf2956d40d6f4450e4ff26
BEN-000020           | c51bc7e57d0b6efb8b76529b7befaf1788f1c95feadb453c55         | 81e97b2d95d77dca8bb50e9cddc9ae5e3266a33e62b6aeb700
BEN-000021           | bbbe6324e13891c79ca832589b8c153c6edeb53acf08b33ee3         | 8dc4870ea7abf17ee485d3f0ce7944931cd1a5fba6ba72cccb
BEN-000022           | 7c09e90ab813af8aeb229d9999f409c517e2da15b0f6728d15         | 941ef3fb79fefd3afd4839f595c1f0248069bf797d68b1dd52
BEN-000023           | 70a23fe65b7ee7b92e947e8e51ce8bc4e83817a50522706fba         | f146e6d3e383bd850f8ebc0529fcb57dd46806d10616bd8978
BEN-000024           | f9598fafb826c330869c950c3ef3751104368313d98f794cda         | 9446ed598677773771462e74e22fb432e82eb29cd1c71c5cdc
BEN-000025           | f65d7acbd8fa74724bf967f920365deca0652d843c565fdfd1         | 530f77cef6852bc89946995918428c31b59512db3d205b62a1
BEN-000026           | c8393e8d7e9c76ac518640e467f46718236ae5bde63b40d815         | 4eb6d360a69b467c5884e2aad8eb2fa09c9e85828271430e56
BEN-000027           | e7ebd5d9bad5422ed10bfd773e471d5c3f056cf88f322a1205         | b6192dd0755784289842a3b9ddbcf92169e26b7d33f582f697
BEN-000028           | 625cb8cf59797c441fa59ef372fd5cd9c105869508ec52f860         | a326decd980cc71590858bba32c31ec21356e001950b03df42
BEN-000029           | a8a92897606242913c87f6f71e295935a319420160921f71e4         | a458f571235c4bbddc1e0d5e303f88b9b0c6cf9fad5bb5b871
BEN-000030           | e70fc1baf96c2f98132fa58804b5865b770ea33510ad4e46a6         | f97cc565fd87298bb9824ebb21a931f172d5a58c104963dcc3
BEN-000031           | 36fc0a25fdb8c44a7aa5668d99cf63652a043238de1e859170         | f53f1e2a71826f7ac013e4a92d922541e03b50c40cc722c3ce
BEN-000032           | 4d0ab661960717e34656b466a5926d6821ec80946a81b4395e         | f5974d701d6f96b38a4f71ed42035f44cd2515390f697fde3d
BEN-000033           | 671f0c2215b9c679e7ac024f54d8c39f2afe3990bdeb541d8b         | e3b346651346c28f1d0f07f539eeca991891ea9d7a46a68ade
BEN-000034           | dbe90645c7e73180f93bd8567ca31904999cf400dc0858d120         | 78165f510025901a3260de0d6d437e3335f8b1a69690cf47e1
BEN-000035           | 45336da4799ccd30259d8a5d199378c206c7211c4aa1ac6238         | 48af76f9bdf786bb0dcfac35185d2f3c44987ff902a98d269e
BEN-000036           | bc7843463741cf293d4112950cfc9142fc0015421385d7104a         | 248690251809131bddcdbbaba2a0db5a032de53081973829b1
BEN-000037           | 9eb53992f2c1b774c44628c71d30aa78e0ed25d751ec756de7         | 3becf245f7cdcddd8876fe2f664433cc4b90cf084145252fe7
BEN-000038           | 006c96a1d3ce1478e12780043c0dcd1356e08737acb7715ea9         | c569b45c898f0ef5b6c20ad39d6a8800348a1b1428d2c95c47
BEN-000039           | 94b294f117018683868aa3285ccfeb76986935d850f108ff26         | 02dd34ef750e4e77c78b6f6ef1ae06144ff46c5623da1078f3
BEN-000040           | 485e9cb4de873a4bb1b7d54e564cc1b6ff13acf16aa471d5a4         | ce10cef0121575ae93b9d78e168cd127866e8c01a6801eb727
BEN-000041           | 5488b6f47a9dd007e257710fa8095df29611e8f07d49f00767         | ffb505041c22669464868057e0fb4efa61a7cc0e7eeb0eccc8
BEN-000042           | 1f8bcfb506571357ae32a47f72eb618bbe174b17502d32a3e8         | 93104ba8bf9d1a3b18d4aab843a2638d5394dc1975c91a55a0
BEN-000043           | 44610b533393193e100fcccc1ff86ad21bd01029142739b81b         | 2119570fc25bbdb14d02f6d95d5a1dc8a421f55752c8f448ed
BEN-000044           | ddccac1c867b850142300e6aa60c5cff60c6bdf9189566e2a6         | c53d717a918a183a0370e038ec403c0476df86c31e691a580c
BEN-000045           | 9bdedea32f4c1ffbff688da968b41427c09c33e3a6bac39aa0         | bd8dcd9b939b8cc898043313383dd3cb486dd59bac7a02300c
BEN-000046           | 90a6147b3a2be54c7f66787442bcc2f3e580c17aac849956b7         | 46ce59f90df843d051b5eef58b1d5b601ca2b45a8fa9268f00
BEN-000047           | 2157afa16234ff52c534a2eb97ca1373833e0ce1f362fec89f         | 390ea04b135bf1b4e3843a65d151cf3121852bc77b7e7763d5
BEN-000048           | cddc2c1a116b20b05483372a75e18c1d8c3b792e25729d64ce         | 6457cff00717b1af8b29997cdaddedcd3434668da80300add7
BEN-000049           | 916dba7daec5a7785828f0938323470ef1022ba300f280f36b         | 79bd17359ee5bb7c8fc35c38cefa67f373e0612cf14a69c611
BEN-000050           | 710aaf961a0bfdd86927a280e5211ae41a925dec2b9257afd0         | 736392bd216584490ec8e190ced78150cbf70b63e1027dffa9
BEN-000051           | d8d5287b21b23f20d275ef55d26c4631a93c281e41d0dc00af         | b164559797d338215909603273e189c4fe21608e282a529bc2
BEN-000052           | 3b2d5da16a20f319b14d9aab542b6653bc14efce120a09f59c         | c2ca0b7d55668b9715d33add55f43dfd0f77b81c6a4781a2bb
BEN-000053           | 3c44195a9d0eb87954c052879fe33f346233594742af04df80         | 6ea76ee043746cc1a2b48c81020c9ad2d39233459bad1809c7
BEN-000054           | dfe141b356b24444b6b41178007ab03455bf35b75b33d21130         | 4f5e8f097482e222ee9d9b2f193c03c0b8c6b9c2e107245a09
BEN-000055           | c7c09b5201d997e44e69ab417925058fa862340a14811102bc         | 43c865f7311dc94ed29558bf065cc85948394c2513745c2465
BEN-000056           | 1cbf89d0c0a7aaae430e0b9b4299e3b78b82f558b8a814224a         | 6f302ce6ab3a969e268816ff701b24a22a8a4234b010212d1f
BEN-000057           | 485f12afbf0b855c6f26f4da3010c43783ba1bff9a82c00afc         | c2b7d011d5c86a4f243bc4a55374da40c3879cafe3da5235fd
BEN-000058           | 32726238a3ac3426038ebe7b2d7561c23322df7cb79baa0fef         | 1d923d7824c51cc9b0e0a2933164a98d176eb309dd49221033
BEN-000059           | ca4785bb7bb9ec3cc5ea0c3a0e1925e98a500eaa9a6e8bd8af         | 7fb35e7075b2a49b11f80c020697ceda313d170b0b02f890c3
BEN-000060           | d3e682b2be9ebc665e13c0383779790c4830b86acc2a4b872a         | 24dc92014a413d42eade33c167e5a552b3522415ebf23a4d7a
BEN-000061           | f73c4b2ed7063430fcd4e82a5a68cba65d4491e5303d5f8dd4         | 0e535f2f7c0f62ae46e623ebb0a7fb7a872fbe3b3a1afd6d98
BEN-000062           | e1263557a78ce51252b3989b35d391974b1119fb3cc47fd4c0         | 7054e114b99ad27a17385e1f4a5e16db0f14c0b64d3d1e1551
BEN-000063           | e079cb3948967d3506abdd4d24d313f47d3653106e16e3fa6b         | a20f26d01802b534793a1ac40ecd4bd08521b0891b89739e6e
BEN-000064           | 57328aea627dfbd6b4cdb4a7a78a2398017aab08e73892230f         | 2f744d4a10d8bf1e1384629b3d31dbcecf9f06c69049ac306f
BEN-000065           | b4b19289962b5c266f7880389e765c237b263fbb5bfd7f5a69         | 23f37eeb39a2418bc213204fca2e8c66b9981488065f0d4c3f
BEN-000066           | 7d82514295d6d7638bf86f3570f805b896c8634d8d90e57266         | 4ac3d779f01a2156740d117b16c3d48c6789edaf5908ea4c31
BEN-000067           | 9217e7b91b488891dbed166980d07bf8423b039e9485743bf1         | 660ff8801af12c5721641861a325cc610647adec0a5fb90877
BEN-000068           | 0b49e5f1d5f53e906a1b256055780b7fd96a10defd640239c5         | 8139a09b8e0388190bb1a6613da2de74ab9f3987d94be9bb37
BEN-000069           | fd7883640bc0d825d160f571f48f65ede133b3723c33d5bffd         | b1c5c390de6d7df4a850cf2b27744dc43413da9afd742ff260
BEN-000070           | 9671f21fc0d73e207f9950696c4c2d2939c81f2f2688ed93f8         | ffc0783f1d2d99465ba9c5432b40902bc9a0772439d94467f5
BEN-000071           | d6aceb68904247f1793247d651e1f51464ad18ee05ec11024e         | f5237ef8a1f1d23b709fe2e3b3cafe4ea288a940c93349dac6
BEN-000072           | 95750aa5874d958e09d77a97bfdb9d44e1b35b8677b6cff82f         | 8e9052e73027e6ff27e5ae215035415ea717b65600c412700e
BEN-000073           | 059438df8f4a206009f0ce7fd32975424090ce8ee8b301711d         | f04bb833780b705c84e931ee3a2a218baf636a2229b2b62203
BEN-000074           | d16a6abebfd66a192c96e84aa541236ffcbddf323201a01f52         | f5028c9c4c66f62b05737e99849e7404deccaeb34165abd80b
BEN-000075           | 593a44d616a6e1e87ec542bd5d9682c65e399033b29db6c8bb         | fb37f4bf193be199cbed3ec475c115b35c1e94d6a3bfffc8d0
BEN-000076           | 10a3fc84dae8234be88feae1390d2f67e6f5fb7c8ed07df046         | c8dbaf4340583fc8a02098f6b57e6dcb02c9c7b5d062a4f8e8
BEN-000077           | 384b7b094372372c88322c2538a45a3071212d3de166132858         | 58e6c2a66af1da3a6b3d912bf7bfe976b184617c0c7fc4e832
BEN-000078           | 72defdb2803078b99afa335b86cfdb4bc4e9a91cc244367022         | 00823a1c7cc921abca5e95cbf60530a512a4fa4b87fa32412b
BEN-000079           | f4ad7c4a5d19aeeca8c0eddd8b90ec3df9b6c424730599051c         | 33bbc21ea18ffadb9b6cbb545e5971f10e4d434b56eee9b6fb
BEN-000080           | d5e29f67fc1ef1a8629ac4305413f3781af128353a21f2e7a6         | 060db5c75d6a756edc8d1be08fc3bf31eb7ca7ccb9b000a151
BEN-000081           | d7cdf16566875b88ac2f59a0021774ab8826c34e29e3eb2eb6         | 2f43eb3fcb85e41569bdc6c760b8787fbc43d5736738f902e5
BEN-000082           | 0dc40b2e06a5c75dbbec34339266cfd5bc72c2b0039483f781         | 95c3e97bff68ce5f0f8219f76c1883dd8dee9c5eb26b16f3df
BEN-000083           | 53ea4b2e3373eaa4dcd2cb66deb030a7258288ac48767e3486         | 9989bf470d524fcb4092a94afdd1bdfdffdd2db7399e8ffca4
BEN-000084           | a4c5312928f72cd0cde64808d293cd19e9f2f1804eb53e87c8         | 0de3377af37f79c63de1532d564208f396518c104e0330388f
BEN-000085           | d2b806cd042ddc92848985b8bd4e39e8f46287dfb72bc35be8         | b5e8af5ff79db73c95b6d933cbe3f1ff24a3bb0e77c2068fa3
BEN-000086           | a099b0eeffcbe367096584fc9ba3d43cd221fe844703c5b6aa         | b08c122d5c286a2edaa3b4e2fa9d8350538d6aef0bd4e5cdc7
BEN-000087           | 5b081d5896cbe8122b52f227f89369f81e483cd94363980bf6         | 6dae8646a131764db204e1aa3f2a6aa2c4725bd80deef8afed
BEN-000088           | 6682106ed70b529578a87b98b9e6c9a30d889f36d60db0732c         | b30976f57615ef655c94515fa52337f91409148cd91af46949
BEN-000089           | 209f46d87a1aed6bb86fd02d965d0f078f014027c28b5ceafd         | 16c24167f09b538dd30fe25abbb217b863d1ec7781b66920cc
BEN-000090           | e08bc51204838cd2c80170a03858147a45c8373a2657dca074         | ae28cfa0ef840ddd0053fcf72873d90c0091876932cb126e99
BEN-000091           | 356f480f6d90e6b181430c57c0a1a2df24e35c47ebd7b58101         | d9a262b5fcffd66069f6c8e2fe4898f1c1012b8106f65b1c88
BEN-000092           | 2e361a66297c381b58a8bca59038936cb30868f6258c1dd91a         | d6545e46bb298ad430ce00c7002e875b5d7dfb58d43a14b6cc
BEN-000093           | ef2546e00e0a48062c2cbc0445bbe229914d812e43d754b7c4         | e415f36e4ecf755189f71fe7e53b95558ae610877c4c0dcdbc
BEN-000094           | 15dbd91e853b8f626ea050bb47288cbdab8eb3a0208646d579         | 3859c826e6bd5ff7f537a54dc99b0509a5fa39b609804d4699
BEN-000095           | aa357860a328bf9cc12b49525804182c21a64962a85a51178c         | 7c480aef8289c0988573a8ee5b76e636e2710432f8228e78d3
BEN-000096           | 11e297b04454b0a58fabcdfb09cf94e738c50bca39372ca69f         | e6c35500ac3159974b180f3f740d22658158daf54a9b1657cd
BEN-000097           | 13dd6ef2399acc1a18bac63266e7c2045834186627d76a86ef         | 68916b72a65446fb49d7baa838c6e83324cfe259fc7f901016
BEN-000098           | 378704ecca2c00308f7dcc28890cfacf3bab3c663d3c75f911         | 1ae906dc3d2b2fc19372521f2599d6d88367e893660010a57d
BEN-000099           | d2fea30a370e488f16b7eb8806728ac49f2230ba959a15def4         | 2f34088226bd22b3a366708371f8181f9ca439a6ab0e2ea5e7
BEN-000100           | e7e4667d1d55f80ad803d97d0960ee0bde3fccd0e7f64c0cce         | 822a88bd680e80f3f4e66569a243667109061df98df706fb51
BEN-000101           | 43e6c1e0625679fb06d932fcab2a3996f2b619320db05f1507         | 0c77d5e27bde7fe30f545b0b5e0f4a5a7133b1dd49b759aa77
BEN-000102           | b3de72866d7ed2035a85ba2d70be6ec1914a4e5a24a2265f33         | 7143a5d7565e8b5b6846b645389312ac519b659a365b7047cb
BEN-000103           | 1a7c2a6803917a647d5f78e0ec34c8ef83bc34915950f7ad14         | f6412ab57f0711e54d87eee82762d606421855cd53bee81fa4
BEN-000104           | e681364eea81d782cf45c2ca2a356185baf873535949ad6a6a         | 4fe656e39279d7ecae471589076234417ae94c6f3f5ee518e9
BEN-000105           | bd2ad6bb5997e3bee3f7e931bacb28adacdbf269cbe1acf223         | 0f95620a05474b3c962a617652279bfa6f1a83cb4efdc51e5e
BEN-000106           | 471f2f12a9bfa2f67bfa0a6ca5563d87cfd4a6508cc907e603         | 159bbe46d7251e8699f3d19f501bd568ca822c131a17813126
BEN-000107           | 355a06211065e9b60ae8cc47878f21329b455718f55feef4bc         | 55ecaf98d146633ae9bc07595f75dcea109f41e984b600ca37
BEN-000108           | 157409ff0325ac43b53cd19587df6bd59d00e157bdbc6e5860         | aeb49b42e38e1d11a6cdd5a54f6776ac8fa54c3668d7243c3e
BEN-000109           | 31b05cc1cc62dc1fe64d9af4409b2fe9d24b7cd76b7d6c578b         | 0fdd9d3af9c404f31fbf39eebd7fced05666f3d9682b5dc397
BEN-000110           | 6c0ebef3860816a8c9f98ec657b836bd453a7ae38f8d325e5d         | 4d98ef31d52309af1bfe53ba3046c708623e05ec345a89b09c
BEN-000111           | f21f2aa8d5c7b44fc1f7140ea4a9015b2e2c05b1b2231fc1c4         | 0f2d36a0c495c2bbbac8cf209a6c1101e0a802527c9af69d77
BEN-000112           | 1e6c389f7ac88efa542d806eb23d3de443b2ddc3803e90fd73         | 651ac9bc1a89dfcf8f0edf4045b868d74b98192d4c4559220a
BEN-000113           | a12ee3e317858cf195f978913c28f07b085c708fb17a7ff7c1         | dc7fea6ee92a79ec17d6d7b4ea6eaae4bf0f7f12a3b76f61aa
BEN-000114           | 6d64e84f6eca1c5c0e9ef307718e37672b4347bc49734603f3         | cf175b8288b141879717fa2043b1941eb2eae325e8599d2847
BEN-000115           | b7c63c87232c90cbc10379a2ca43d56e22dbe5eedfffbffaba         | 883e60fa155ccac308a1d3a0f7f448fb9f5c9912104e1f54f3
BEN-000116           | 8fe42956a0f28752dfc723317deaefe0519b4fb38486b2bea9         | 8e91f6194c0dd1d42154a63e8e28238dbb057554ae6c9399f8
BEN-000117           | db8fe8955c4876a93e62b4b605704eab43bef93b32cc995e06         | 896ff347cc9550f03326a6c1180fbfa792d6fc8a9fb733bf4d
BEN-000118           | 0256fcd4b2e6883a3d724e6c2f1ca899b181a7e7e422df2584         | 4f2d17cbfde1c44a2ec3bf092c3f75dbb7f43e776c0695783b
BEN-000119           | 0f581788fc91018e683a5f6c8b93462d018ad5e76f4cbe3029         | c8bc09eee76da441437a9dcceb1555cf6979202e29453f33fb
BEN-000120           | 891f48480ab372b1bac3b91358570fdf3a4a971fd6b1ea0a50         | 910d8fc96d9d88f80ab1363dd5257ecccb561475c64b765cba
BEN-000121           | dfe26fb729680f7178be24a7cbcea911455cd5984c53050fb3         | ac48d4b31cd01d60a8dbc2402c777c04348d2fbbefec9dc40e
BEN-000122           | 0ef851b8d88caaf410bf18109e8fe173b17961b94b313a468f         | 20cd7eab69059d05b9e7108dc1b7deda48ff6381e47d5d3214
BEN-000123           | 7dd5ff78d9537f2b887d9ba7b2e086a1628613032562be2f25         | 2c69c08aec59ced006171797fc2000d8b23fc06f074c9f9222
BEN-000124           | 9e4402d9264633ce5bcd91e47d6f82fd870d80094ea6d1f8d5         | dc120eca142542d1f9e62b3e7041259906b238823686aa990a
BEN-000125           | 9937e1b8f19d26b8cdf27af25ff23017cc6b928d80d5ec872a         | ac034f4492feb1a4b1bd0fef27bad011c66910ce51792c176b
BEN-000126           | 78c7a878ec9c6132066f3ea059698b92e5602b438df1c8d4f1         | ee4a7ac64f6f3d7305705ffaf240ec62ecd964f194b644ec26
BEN-000127           | 8e21a20c6ac68779682f3141b436388f03f6cf9ccfde06e6d6         | 552c4a988d8878cd5f3c3de32b4fbcc0b73202275d77cf6b65
BEN-000128           | eaeff863ee5c85b67e481ca835276cc8ce842676bc4c881850         | 72da53c304e9e5a7b09dedb77dba029e3b0f34b85eeb20e893
BEN-000129           | 53e952b7d793a9b3cb6d0dce3acc021bcca4faf29e94b7044a         | 463234bcf0c3dcfd5b294d9b88f7ec57e19f79376ac89b4067
BEN-000130           | 6ea2667161d5ac88e070b6cae8992134900f2c0974cf113757         | 12e10969f91bed2846d0e37b908017704b7eaf30379ad47bf5
BEN-000131           | 3a692cb3aeca9aab15aad4f505bb60e6d3b589c5b5beb115c5         | b58ba1b5d9a874ab7634fad2b0d32eaddec136dc7c9da755ea
BEN-000132           | 7c16b4344ed842811987b97a0feb0a36e4ef1e948cf29ebd5e         | 51713134560b5762556e3ab454af4f5f2e59163024708527a2
BEN-000133           | 65812dfc5f1ee482b4dc2513f08c2b870b060eaea97d5231f6         | b32eaaf5f4ca0012483b9f32f4aa443dd5bc585bb1b688529d
BEN-000134           | 5b766204375db9adb7ab1729f377183995bce93d99d20ceb00         | cf48a52542993bc5de7cf7f0c3fef14642d20940c0ccf9e2fa
BEN-000135           | e28a3bd4a0cfd37e1ca40e724bda218619309c70334298fc10         | f648bf3011de6a04687a5b271a1789fb12f24bc213453b57c1
BEN-000136           | b383f6d4b7f94e03fdb86fb60441fddc49a356bd7b44cff33c         | 205060809e3f8ea7f4bb7233e8fb3cad148033c91279679136
BEN-000137           | 8897f06b6bad309bab16611ee1433d8de00e26baf7b21196c9         | e6855b2a3856b604197870d2973f7f7dde8642af203cee1f6d
BEN-000138           | b6058464b133527e4b8fd5178fe9fd6c13c4d2bc5a5a34237a         | 46eb28c359425b094d3ec9a3c31053072a5d6a6fdcd1447be1
BEN-000139           | 0880cce0c53e9f7322bcf0762bdf53ac9dea7306bfe69843c6         | 69800b38e7c2cf1201007480d94ee74ed20c43e97baa545da3
BEN-000140           | f03afc55038a394da9b902495895ed1664b04527c9f3654b63         | 79696e4630e26759e072c7fb3276e5179742a1bb7daa131a42
BEN-000141           | c5664abe1ea53411cb12855d80dcb8db0c18869688e1253978         | b19da4c97bfa3167641ca23efcecbd945d6f977ddb1c912850
BEN-000142           | 9ae10723c42cd30d8cbaec21ffa71e0fff92c6363bbf1d3ef3         | 292cd3f143d7e589df77c6d7308d13e2cef505e0fa318da4e8
BEN-000143           | d2b7cc562ab63a440f26a90b24b833f6e990a997d7c4a339dc         | c3b95a37057e666af9a565d35b5fa2c499b54aeebc571999a4
BEN-000144           | 36ae312e6f8758e0a9193c9c17e7274cce59b980c8ac30a250         | eb5db847b0ebfc7b5c063332e0218599c3b078a010a0094e6f
BEN-000145           | fae93ae4cfb039bc9a1673ee3262af8556f02d57306d914275         | bdbd0d1c6417246b86e021dfa58b90176b36cf472d807491f8
BEN-000146           | b85cfc243be6fabfb56118b4a87e9789c32c63dae73a47979f         | d5f7bfcd6ad2de628f185d80e1178d63107cac3eac3ecb31e4
BEN-000147           | 0136d10485a42e60de92f242b6f87cdecfbf5e4cee9dbab315         | 6891ea7f12bf97b695fdf75aed2b8106b927ffd86a8a561b55
BEN-000148           | 7ec9c9f5d81ad905bbd6560ea6ebab7eb9ee6c78b660c4bf4a         | 6c77c29d5baae3958db7c79232a50e5137dc59f4e5d5921023
BEN-000149           | 97f375b7ffb7285867e4a507720b3c2ff3424232aede1c158b         | e87afd45fd0c3c142c7f47ebd78f74057ee761f609c642e084
BEN-000150           | 676961b0fc748ec56ebfbf64615747140d6ba5cb35032dfbf9         | 5c7df5f0eb5d69ed51cc56bd21e2a17e2b1b918805e6859b71
BEN-000151           | 78b7814fc8db623fbcbcc31a820e0e045e0797464dd465a5c1         | f2fa22df99af487bea2ca2eb3ddd8b685f6901bf713955896d
BEN-000152           | d9a329f60ad407584ea316d09e2bf6eaa909c990a184325489         | 37388e67a1c5835d2e0c0f8647f1fac26210a5513ffdd7a1a8
BEN-000153           | 31aec53080254e558f421996a05a62cd2d9599053f4ebd13cf         | 17b5257d906e5409b904f914c4aa5ba4f636777012ff501886
BEN-000154           | 8bcef6a4f2ed3c19723afcf4c5a7a79a1c4ff4cb79b0c67422         | 079a3db516766620ba3f1f4fc5168b3c633df4665dd0e16d89
BEN-000155           | f34c1fc40005e0a633c641f4592fbbd7036fc34b8fcf133047         | bb916fc9154debfbeda08f070f903e936759b49dcb5369dbd1
BEN-000156           | 5e6814a9f6f41d2c82e891618927213b276a3cfce5edf7367d         | 892cbc5667b819a3d7a6a20381050f439b75182c1e2a6f5332
BEN-000157           | 4688d55fade002d0f8f56fa022a681e3a0129d4c75860fb5db         | 37c65529b0fd8b0bc6a793e5d3c6165601323076c665313cd3
BEN-000158           | 36225ae840e00717bc8283fb7e9397c50c554f46c6ba893884         | ddf8e3ef3034df7ff783db624ad9598cfe446aea7dc0712235
BEN-000159           | c15cbcbcd1625c11421b1d49862ba56231d87c24f92a74f33a         | a3d4c55f5c89132cda127ac4b31f7748ab91aa9344e508f525
BEN-000160           | d2349b94f52f6c92f66cc98223b00b2c9cdd633cfb2ecdf1e4         | 5fcc604f5e53522059ee95b9fdaf419608cd1e6e84e8ffdeda
BEN-000161           | 222334f2e02821337cd8b2da1dbfde6ba7b72b69f97894c3fd         | 97a066b7360d8acac24523f6061aeee6382b3d9cbbeff59f86
BEN-000162           | 8681f546bd2a169c290ad7b5e96b86dc8365781c2feb1da8fe         | b9eca56b053403a089f38871bc023ca49862644a22f533b779
BEN-000163           | 3ed5e6e9814d4f461c16f0c40f7f7b3b48c1a12cbc32f674be         | e4edfc9d90dbab5efe59200ca4c755e79ce352f022f66854a8
BEN-000164           | a79aa62ed93d0a4d41ff5ce3d3cf3c356c50fb4fd6556c33c5         | 76818a6ac5b8ee138a28f839d1b031888d8169894ae75105c4
BEN-000165           | d2a8609bb6651ad87a65689d4b33013be55aed10041e829dba         | d8aca2ab4cead8cca1f1222e4e978758677207d6de490f5398
BEN-000166           | 5740bc85db4cb5df6d1d42a71f4cf9689a65b54bfa81fd06a5         | 129519a33c98d883b57f61521f8c2737b96a299eb6d8776fb2
BEN-000167           | d941eb9f0e6067ec9f6c53805c3ae0ff38213dc9542b5d1dbe         | 0f60ffe5862e21fe3ca67c17fb89556f3733cf41d543a131d4
BEN-000168           | 6576873d9532d3987c1f296c2e9c0da91e77665f80b5e562b7         | 80252033ee244476299355c2e00d4e3a4b2c682de0fb286255
BEN-000169           | 595ec075f811908688cbc8e55cd8b8dc5412a1c44148eb454e         | d579427bec30fd98ff89895d7dc382292af317e9f58c9ddbb2
BEN-000170           | 44ed0c9d12426904e724d6890048d9e50c3da6643ce340bfb4         | 23cad437fc9b105c19da2898b9eb794ce2a82603b512bd448e
BEN-000171           | ca95d082e0a48e2bc2870ba8f30e04c2e379b2018a1ab45e31         | 7e68028eaa4a90782ec039accd440d25645b48d7d70d5ab20b
BEN-000172           | 6be11c9eebccc7f84b44fddb6b3a9dafc2c459c073a8458eec         | 22605e21e3260e534cb72e6b1c1bde3c4e65644a687f1fba03
BEN-000173           | 02d51ec798838ef07c233c0811a156401b2d5f1e9c0701d86d         | 1393c7d93fb00b11e1437a70dfeef7a7d9eba7bd8c031f3070
BEN-000174           | e0098eec707e031670c47b248c13d37ec303131b5f3ce91dca         | 9a7ba157e0ff9078dd49e8b70a445d568cc787d3bfeae1752a
BEN-000175           | 6fa37c73f33af7dcd45cdbce15c9911ebc951d7c4736ab864d         | 881e67dea20df3ce6b562b059008c76cd3e5f7c4465cd7fa7a
BEN-000176           | 2a7cf2cc7bb3d430d494148e9df6f072063d298163e7e19bb0         | 8db901dd8a118b986eccd64a5ead7f02641ffb980ebfdf8d36
BEN-000177           | dce157130221b184ceb96f7b266012d25a51fb5ac7bda3b260         | afe15c38837c136e046ba5a479d753cce002369e150e47c81b
